Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
71	:	1766383902.981	     0.469	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19109.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19109.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19109.10x.short.stdout 2>&1
73	:	1766383903.341	     0.534	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19143.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19143.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19143.10x.short.stdout 2>&1
74	:	1766383903.453	     0.495	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19147.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19147.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19147.10x.short.stdout 2>&1
75	:	1766383903.883	     0.417	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19174.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19174.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19174.10x.short.stdout 2>&1
76	:	1766383903.955	     0.414	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19176.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19176.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19176.10x.short.stdout 2>&1
77	:	1766383904.306	     0.486	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19178.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19178.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19178.10x.short.stdout 2>&1
78	:	1766383904.376	     0.493	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19207.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19207.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19207.10x.short.stdout 2>&1
79	:	1766383904.799	     0.526	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19213.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19213.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19213.10x.short.stdout 2>&1
80	:	1766383904.875	     0.532	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19226.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19226.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19226.10x.short.stdout 2>&1
81	:	1766383905.332	     0.437	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19239.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19239.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19239.10x.short.stdout 2>&1
82	:	1766383905.414	     0.493	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19789.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19789.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19789.10x.short.stdout 2>&1
83	:	1766383905.775	     0.484	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19819.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19819.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19819.10x.short.stdout 2>&1
84	:	1766383905.914	     0.483	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19908.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19908.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19908.10x.short.stdout 2>&1
85	:	1766383906.265	     0.478	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19917.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19917.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19917.10x.short.stdout 2>&1
86	:	1766383906.405	     0.519	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA19920.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA19920.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA19920.10x.short.stdout 2>&1
87	:	1766383906.750	     0.469	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA20296.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA20296.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA20296.10x.short.stdout 2>&1
88	:	1766383906.931	     0.532	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA20509.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA20509.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA20509.10x.short.stdout 2>&1
89	:	1766383907.224	     0.531	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA21781.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA21781.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA21781.10x.short.stdout 2>&1
90	:	1766383907.469	     0.355	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA23246.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA23246.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA23246.10x.short.stdout 2>&1
91	:	1766383907.761	     0.467	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA23275.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA23275.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA23275.10x.short.stdout 2>&1
92	:	1766383907.830	     0.440	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA23348.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA23348.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA23348.10x.short.stdout 2>&1
94	:	1766383908.276	     0.417	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA24008.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA24008.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA24008.10x.short.stdout 2>&1
93	:	1766383908.233	     0.501	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA23874.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA23874.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA23874.10x.short.stdout 2>&1
95	:	1766383908.700	     0.473	0	0	0	0	/home/pouria/opt/envs/aldy/bin/python -m aldy genotype /project/shared/aldy-data/10x/NA24027.10x.short.bam -g all -p 10x -vE --solver gurobi    -l /home/pouria/opt/src/aldy/runs/results_10x/NA24027.10x.short.txt    > /home/pouria/opt/src/aldy/runs/logs_10x/NA24027.10x.short.stdout 2>&1
