task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
825	79/045bd1	2051830	analyse_3 (NA19226.wgs)	COMPLETED	0	2025-12-25 10:35:42.244	8.2s	0ms	20.4%	1.5 MB	7.4 MB	64 KB	1.5 KB
738	3b/63127b	2052127	call_stars (NA19109.wgs)	COMPLETED	0	2025-12-25 10:35:45.501	5s	1s	46.6%	1.2 MB	4.3 MB	6 MB	1.6 KB
798	43/d0facc	2052140	analyse_2 (NA18973.wgs)	COMPLETED	0	2025-12-25 10:35:45.507	5s	1s	18.4%	1.2 MB	4.3 MB	56.5 KB	1.4 KB
827	12/90e7ef	2052146	analyse_3 (NA19207.wgs)	COMPLETED	0	2025-12-25 10:35:45.512	5s	1s	23.1%	1.2 MB	4.3 MB	68.5 KB	2 KB
800	c2/acfa2a	2053075	analyse_2 (NA20296.wgs)	COMPLETED	0	2025-12-25 10:35:50.485	2.4s	0ms	28.4%	1.5 MB	7.4 MB	56.4 KB	1.5 KB
803	c4/d18443	2053076	call_stars (NA18564.wgs)	COMPLETED	0	2025-12-25 10:35:50.492	2.4s	0ms	43.9%	2 MB	5.6 MB	6.3 MB	1.6 KB
804	3c/c526b8	2053079	call_stars (NA12003.wgs)	COMPLETED	0	2025-12-25 10:35:50.499	2.4s	1s	55.3%	1.9 MB	5.6 MB	6 MB	1.7 KB
812	2c/805bd7	2053083	analyse_2 (NA19174.wgs)	COMPLETED	0	2025-12-25 10:35:50.505	2.4s	0ms	40.3%	1.5 MB	7.4 MB	57.2 KB	1.6 KB
831	9b/82cfc5	2053089	analyse_3 (NA18952.wgs)	COMPLETED	0	2025-12-25 10:35:50.510	2.4s	0ms	28.0%	1.5 MB	7.4 MB	62.3 KB	1.4 KB
817	91/5402ab	2053961	analyse_2 (NA18552.wgs)	COMPLETED	0	2025-12-25 10:35:52.874	2.6s	0ms	46.6%	1.5 MB	7.4 MB	56.5 KB	1.4 KB
816	67/b56d28	2053973	call_stars (NA18980.wgs)	COMPLETED	0	2025-12-25 10:35:52.885	2.6s	0ms	37.5%	1.9 MB	5.6 MB	6.3 MB	1.6 KB
813	0d/b81c7d	2053959	analyse_2 (HG01190.wgs)	COMPLETED	0	2025-12-25 10:35:52.862	2.7s	0ms	43.2%	1.5 MB	7.4 MB	56.7 KB	1.5 KB
815	39/fa8c6e	2053960	call_stars (NA07029.wgs)	COMPLETED	0	2025-12-25 10:35:52.869	2.7s	0ms	40.3%	1.9 MB	5.6 MB	6 MB	1.6 KB
820	75/95036f	2054656	analyse_2 (NA18942.wgs)	COMPLETED	0	2025-12-25 10:35:55.483	5s	0ms	29.9%	1.5 MB	7.4 MB	56.2 KB	1.4 KB
823	0f/2f51dc	2054657	call_stars (NA20509.wgs)	COMPLETED	0	2025-12-25 10:35:55.490	5s	1s	42.1%	1.7 MB	5.6 MB	6 MB	1.7 KB
824	22/c72569	2054800	analyse_2 (NA19226.wgs)	COMPLETED	0	2025-12-25 10:35:55.679	4.8s	0ms	23.2%	1.7 MB	7.4 MB	55.7 KB	1.5 KB
826	83/7fa55c	2054809	call_stars (HG00436.wgs)	COMPLETED	0	2025-12-25 10:35:55.692	4.8s	1s	67.2%	2 MB	5.6 MB	6 MB	1.6 KB
832	d8/adbe94	2055387	call_stars (NA18973.wgs)	COMPLETED	0	2025-12-25 10:36:00.517	3.1s	1s	59.1%	1.9 MB	5.6 MB	6 MB	1.6 KB
828	74/4fc5ff	2055369	analyse_2 (NA19207.wgs)	COMPLETED	0	2025-12-25 10:36:00.491	3.2s	0ms	53.8%	1.5 MB	7.4 MB	56.5 KB	1.5 KB
